question_id,test_id,certification,exam_version,objectives_version,question_version,batch_id,domain_id,domain_name,objective_id,objective_text,topic,concept_key,difficulty,question_type,question_style,question_instruction,question_text,answer_a,answer_b,answer_c,answer_d,correct_answers,correct_explanation,answer_a_explanation,answer_b_explanation,answer_c_explanation,answer_d_explanation,study_topics,source_ids,reference_notes,date_added,date_modified,date_reviewed,review_status,reviewer,quality_flags,author_notes
NET009-0000106,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,5.0,Network Troubleshooting,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",Network discovery tools,nmap-discovers-open-ports,easy,single_choice,direct,Select the best answer.,Which tool is commonly used to discover hosts and identify open TCP or UDP ports on a network?,A tone generator,Nmap,An optical power meter,A punchdown tool,B,Nmap is a network discovery and port-scanning tool that can identify reachable hosts and probe for exposed services.,A tone generator helps trace physical copper cabling.,Correct. Nmap is designed for network discovery and port scanning.,An optical power meter measures light levels on fiber links.,A punchdown tool terminates conductors on blocks and jacks.,Nmap|Port scanning|Host discovery|Network tools,SRC-COMPTIA-N10009-V6,CompTIA objective 5.5 lists Nmap among command-line and network troubleshooting tools.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000107,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,5.0,Network Troubleshooting,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",Protocol analysis,packet-capture-tcp-retransmissions,hard,single_choice,scenario,Select the best answer.,"Users report that a file-transfer session pauses repeatedly. The administrator needs to verify whether TCP segments are being retransmitted and examine acknowledgments, sequence numbers, and timing. Which tool is most appropriate?",A rack elevation,A Wi-Fi heat map with no packet capture,A protocol analyzer capturing the affected traffic,A physical access-control badge reader,C,"A protocol analyzer can capture and decode TCP traffic, allowing the administrator to inspect retransmissions, acknowledgments, sequence numbers, window behavior, and packet timing.",A rack elevation documents equipment placement and contains no packet-level data.,A heat map can show wireless coverage but does not provide the requested TCP sequence and acknowledgment details.,Correct. A packet capture and protocol analyzer provides the transport-layer evidence needed.,A badge reader controls physical access and does not analyze network sessions.,Protocol analyzer|Packet capture|TCP retransmissions|Sequence numbers,SRC-COMPTIA-N10009-V6|SRC-RFC9293,"RFC 9293 defines TCP sequence, acknowledgment, and retransmission behavior. CompTIA objective 5.5 includes protocol analyzers and packet capture.",2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000108,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-004,5.0,Network Troubleshooting,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",Copper verification tools,cable-tester-wiremap-split-pairs,medium,single_choice,comparison,Select the best answer.,"Which tool is most appropriate for verifying the pinout, continuity, cable length, and split-pair condition of an installed twisted-pair Ethernet cable?",A packet sniffer,A Wi-Fi analyzer,A loopback plug,A copper cable tester or certifier,D,"A copper cable tester or certifier can evaluate wiremap, continuity, length, and pair-related faults such as split pairs. More advanced certifiers can also test performance against a cabling category.",A packet sniffer analyzes network frames and packets after a link operates; it does not verify cable wiremap.,A Wi-Fi analyzer measures wireless signal and spectrum conditions.,A loopback plug tests an interface's transmit and receive path but does not certify the installed cable's pair mapping and length.,Correct. A cable tester or certifier directly measures the stated twisted-pair characteristics.,Cable tester|Wiremap|Split pairs|Copper certification,SRC-COMPTIA-N10009-V6|SRC-IEEE-8023,CompTIA objective 5.5 includes cable testers and physical troubleshooting tools.,2026-07-25,2026-07-25,2026-07-25,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-25.
NET009-0000109,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,1.0,Networking Concepts,1.1,Explain concepts related to the Open Systems Interconnection (OSI) reference model.,Transport-layer multiplexing,transport-ports-deliver-to-application,medium,single_choice,scenario,Select the best answer.,"A server receives an IP packet addressed to one of its interfaces. The operating system examines the TCP destination port to decide whether the payload belongs to the web service, mail service, or another application. Which OSI layer provides this application multiplexing function?",Physical layer,Transport layer,Network layer,Data-link layer,B,The transport layer uses port numbers to identify application endpoints. TCP and UDP allow multiple application conversations to share one host IP address while being delivered to the correct process.,The physical layer carries signals and does not identify application processes.,Correct. TCP and UDP port numbers provide transport-layer multiplexing to applications.,The network layer delivers packets to an IP address but does not identify the receiving application by port.,The data-link layer delivers frames on the local network using link-layer addressing.,OSI model|Transport layer|TCP ports|Application multiplexing,SRC-COMPTIA-N10009-V6|SRC-RFC9293|SRC-RFC768,RFC 9293 and RFC 768 define TCP and UDP port fields used to identify transport endpoints.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000110,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,1.0,Networking Concepts,1.2,"Compare and contrast networking appliances, applications, and functions.",Content delivery networks,cdn-edge-cache-reduces-origin-latency,easy,single_choice,direct,Select the best answer.,Which technology places cached copies of web content at geographically distributed edge locations to reduce latency and load on the origin servers?,A storage area network,A DHCP relay,A content delivery network,A first-hop redundancy protocol,C,A content delivery network distributes and caches content at edge locations closer to users. This can reduce user latency and decrease repeated requests to the origin infrastructure.,A storage area network provides block-storage connectivity to servers.,A DHCP relay forwards address-configuration messages across routed boundaries.,Correct. A CDN uses distributed edge locations to serve cached content.,A first-hop redundancy protocol protects a local default gateway.,CDN|Edge caching|Latency|Network services,SRC-COMPTIA-N10009-V6,CompTIA objective 1.2 includes content delivery networks and their network function.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000111,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,1.0,Networking Concepts,1.3,Summarize cloud concepts and connectivity options.,Cloud service models,paas-provider-managed-runtime,medium,single_choice,comparison,Select the best answer.,"A development team uploads application code to a cloud service. The provider manages the operating system, runtime, middleware, and underlying infrastructure, while the team manages its code and application data. Which service model is this?",Software as a service,Infrastructure as a service,Colocation,Platform as a service,D,"Platform as a service provides a managed application platform, including the runtime and supporting infrastructure. Customers deploy and manage their applications without administering the underlying operating system.",Software as a service delivers a complete provider-managed application to end users.,Infrastructure as a service generally leaves operating-system and runtime management to the customer.,Colocation provides facility space and connectivity for customer-owned equipment rather than a managed application platform.,Correct. PaaS lets the team deploy code onto a provider-managed platform.,PaaS|SaaS|IaaS|Cloud responsibility,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-145,NIST SP 800-145 defines the platform-as-a-service capability and customer responsibility boundary.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000112,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,1.0,Networking Concepts,1.4,"Explain common networking ports, protocols, services, and traffic types.",SNMP ports,snmp-polling-and-trap-ports,medium,multi_select,direct,Select TWO answers.,Which TWO statements correctly identify commonly assigned SNMP transport ports?,SNMP agents commonly receive manager requests on UDP port 161.,SNMP traps commonly use TCP port 22.,SNMP agents commonly receive polling requests on UDP port 53.,SNMP managers commonly receive traps or notifications on UDP port 162.,A|D,SNMP requests are commonly sent to an agent on UDP port 161. Traps and similar notifications are commonly delivered to the management system on UDP port 162.,Correct. UDP port 161 is assigned to the SNMP service used for management requests.,TCP port 22 is assigned to SSH rather than SNMP notifications.,UDP port 53 is assigned to DNS service.,Correct. UDP port 162 is assigned to SNMP trap service.,SNMP|UDP 161|UDP 162|Network monitoring,SRC-COMPTIA-N10009-V6|SRC-IANA-SERVICE-NAMES|SRC-RFC3411,IANA assigns UDP ports 161 and 162 to SNMP and SNMP trap service. RFC 3411 defines the SNMP management framework.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000113,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,1.0,Networking Concepts,1.5,Compare and contrast transmission media and transceivers.,Transceiver form factors,qsfp-multiple-lanes-higher-density,medium,single_choice,comparison,Select the best answer.,Which statement best distinguishes a QSFP-family transceiver from an SFP-family transceiver?,"QSFP form factors commonly provide four data lanes, supporting higher aggregate bandwidth or breakout connections.",QSFP modules are used only for copper telephone circuits.,SFP modules cannot support optical fiber.,"QSFP modules remove the need to match wavelength, media type, and supported distance.",A,"QSFP means quad small form-factor pluggable and commonly uses four data lanes. Depending on the module and equipment, those lanes can provide a higher aggregate rate or be broken out into separate lower-rate links.",Correct. Multiple lanes are a key distinction of QSFP-family modules.,"QSFP modules are widely used for high-speed Ethernet and optical interconnects, not only telephone circuits.",Many SFP-family modules are optical transceivers.,"Media, wavelength, speed, and distance compatibility still matter when selecting a QSFP module.",QSFP|SFP|Transceiver lanes|Ethernet optics,SRC-COMPTIA-N10009-V6|SRC-IEEE-8023,CompTIA objective 1.5 includes SFP and QSFP transceiver form factors. IEEE 802.3 defines Ethernet physical interfaces using pluggable transceivers.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000114,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,1.0,Networking Concepts,1.8,Summarize evolving use cases for modern network environments.,IPv6 migration,dual-stack-ipv4-ipv6-concurrent,hard,best_available,scenario,Select the BEST answer for a gradual IPv6 migration while maintaining native IPv4 service.,"An organization is introducing IPv6, but many internal and external services still require IPv4. Endpoints and routers should use native IPv6 where available and continue using native IPv4 when required during the transition. Which approach best meets the requirement?",Remove IPv4 from every system before enabling IPv6.,Encapsulate all Ethernet frames inside GRE regardless of destination protocol.,Run IPv4 and IPv6 concurrently using dual stack.,Replace IP routing with one extended Layer 2 broadcast domain.,C,Dual stack enables devices to operate IPv4 and IPv6 at the same time. Applications and routing can use the protocol appropriate for the destination while the organization migrates services gradually.,Removing IPv4 immediately would break access to services that still require it.,GRE encapsulation is not a general replacement for native IPv4 and IPv6 operation.,Correct. Dual stack provides native operation for both protocol versions during transition.,Extending one Layer 2 domain does not replace IP routing or provide an IPv6 migration strategy.,Dual stack|IPv4|IPv6|Transition mechanisms,SRC-COMPTIA-N10009-V6|SRC-RFC8200,CompTIA objective 1.8 includes IPv6 transition mechanisms. Dual stack maintains concurrent native IPv4 and IPv6 operation.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000115,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,2.0,Network Implementation,2.1,Explain characteristics of routing technologies.,Route selection,longest-prefix-match-most-specific-route,hard,single_choice,scenario,Select the best answer.,"A router has routes for 10.0.0.0/8 through Router A, 10.20.0.0/16 through Router B, 10.20.30.0/24 through Router C, and 10.20.30.128/25 through Router D. Which next hop will be selected for destination 10.20.30.200?",Router A,Router B,Router C,Router D,D,"The destination matches every listed prefix, but the /25 route has the longest prefix and is therefore the most specific match. The router selects Router D.","The /8 route matches but is less specific than the /16, /24, and /25 routes.",The /16 route is more specific than /8 but less specific than /24 and /25.,The /24 route matches the destination but is less specific than the matching /25 route.,"Correct. 10.20.30.200 falls within 10.20.30.128/25, the longest matching prefix.",Longest prefix match|Routing table|Route selection|CIDR,SRC-COMPTIA-N10009-V6|SRC-RFC4632,CIDR forwarding selects the most specific matching prefix when multiple routes cover a destination.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000116,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,2.0,Network Implementation,2.1,Explain characteristics of routing technologies.,Routing preference,administrative-distance-route-source-trust,medium,single_choice,comparison,Select the best answer.,"A router learns the same destination prefix from two different route sources. Before comparing protocol-specific metrics, which value is commonly used to prefer the more trusted route source?",VLAN identifier,Administrative distance,Ethernet frame check sequence,Wireless channel width,B,"Administrative distance ranks the trustworthiness of different route sources. When the same prefix is learned from different sources, the route with the preferred administrative distance is selected before comparing metrics within one routing protocol.",A VLAN identifier separates Layer 2 broadcast domains and does not rank route sources.,Correct. Administrative distance is used to compare routes learned through different mechanisms or protocols.,The frame check sequence detects link-layer transmission errors.,Channel width affects wireless spectrum use and not route-source preference.,Administrative distance|Route source|Routing metric|Route selection,SRC-COMPTIA-N10009-V6,CompTIA objective 2.1 includes administrative distance and route-selection concepts.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000117,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,2.0,Network Implementation,2.2,"Given a scenario, configure switching technologies and features.",Spanning tree election,stp-root-lowest-bridge-id,easy,single_choice,direct,Select the best answer.,"In a spanning-tree instance, which switch becomes the root bridge?",The switch with the highest port count,The switch with the highest MAC address,The switch with the lowest bridge ID,The switch that most recently joined the network,C,Spanning tree elects the switch with the lowest bridge ID as the root bridge. The bridge ID incorporates the configured priority and a switch identifier.,Port count is not the root-election criterion.,A higher switch identifier would not produce the lowest bridge ID.,Correct. The lowest bridge ID wins the root-bridge election.,Join time does not determine the spanning-tree root.,Spanning tree|Root bridge|Bridge ID|Switching,SRC-COMPTIA-N10009-V6|SRC-IEEE-8021Q,IEEE 802.1Q bridged-network standards define spanning-tree root selection using the bridge identifier.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000118,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,2.0,Network Implementation,2.2,"Given a scenario, configure switching technologies and features.",VLAN trunking,allowed-vlan-missing-from-trunk,medium,single_choice,scenario,Select the best answer.,"VLANs 10, 20, and 30 span two switches connected by an 802.1Q trunk. Devices in VLANs 10 and 20 communicate across the trunk, but VLAN 30 devices cannot. The access ports and VLAN 30 database entries are correct on both switches. What should the administrator check next?",Whether VLAN 30 is permitted on the trunk's allowed-VLAN list,Whether the DHCP server uses a longer lease time,Whether the switches have matching NTP strata,Whether the access points use directional antennas,A,"A trunk can be configured to carry only selected VLANs. If VLAN 30 is missing from the allowed list, its tagged frames will not cross the trunk even though the VLAN and access ports exist on both switches.",Correct. An omitted allowed VLAN explains why only VLAN 30 fails across the trunk.,DHCP lease time does not control whether tagged VLAN frames cross a switch trunk.,NTP configuration affects time synchronization rather than VLAN forwarding.,Wireless antenna selection is unrelated to the wired trunk issue.,802.1Q trunk|Allowed VLANs|VLAN troubleshooting|Switching,SRC-COMPTIA-N10009-V6|SRC-IEEE-8021Q,CompTIA objective 2.2 includes 802.1Q trunking and VLAN configuration.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000119,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,2.0,Network Implementation,2.3,"Given a scenario, select and configure wireless devices and technologies.",Guest wireless access,guest-captive-portal-client-isolation,hard,best_available,scenario,Select the BEST answer for providing visitor Internet access while protecting internal systems.,"A company wants guests to connect to Wi-Fi, accept usage terms through a web page, reach the Internet, and remain isolated from employee networks and other guest clients. Which design best meets the requirement?",Place guests on the employee VLAN and rely only on the SSID name.,Disable encryption and bridge the guest SSID directly to the server VLAN.,Give guests the internal pre-shared key and allow unrestricted east-west traffic.,"Use a dedicated guest SSID and VLAN with a captive portal, client isolation, and firewall rules permitting only required Internet access.",D,"A separate guest network limits access to internal resources. A captive portal can present terms or authentication, client isolation limits direct guest-to-guest traffic, and firewall policy can restrict the network to approved Internet access.",An SSID name does not create security isolation from the employee network.,Bridging guests to a server VLAN would expose protected resources.,Sharing internal credentials and allowing east-west traffic conflicts with the isolation requirement.,"Correct. The dedicated guest design provides segmentation, controlled onboarding, and restricted access.",Guest Wi-Fi|Captive portal|Client isolation|VLAN segmentation,SRC-COMPTIA-N10009-V6|SRC-IEEE-80211|SRC-NIST-SP800-41R1,CompTIA objective 2.3 includes guest networks and captive portals. Firewall zoning provides separation from trusted networks.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000120,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,2.0,Network Implementation,2.4,Explain important factors of physical installations.,Rack capacity,rack-unit-remaining-space-calculation,hard,single_choice,calculation,Select the best answer.,"A 42U rack contains eight switches that each occupy 2U and ten patch panels that each occupy 1U. Ignoring spacing and other equipment, how many rack units remain available?",12U,16U,22U,26U,B,"The switches use 8 multiplied by 2U, which equals 16U. The patch panels use 10 multiplied by 1U, which equals 10U. The total used space is 26U, leaving 42U minus 26U, or 16U.",This understates the remaining rack capacity.,Correct. 42U minus 16U of switches and 10U of patch panels leaves 16U.,This ignores part of the installed equipment.,"This is the amount of rack space already occupied, not the remaining space.",Rack units|Rack capacity|Physical installation|Equipment planning,SRC-COMPTIA-N10009-V6,Programmatic check: 42 - (8 × 2) - (10 × 1) = 16 rack units.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000121,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,3.0,Network Operations,3.1,Explain the purpose of organizational processes and procedures.,Asset lifecycle,end-of-support-replacement-risk,easy,single_choice,direct,Select the best answer.,Why should an organization track the end-of-support date for network devices?,"To plan replacement before security updates, technical assistance, or replacement support become unavailable",To determine the wireless channel used by every access point,To calculate the checksum of every Ethernet frame,To select the DNS record for an email server,A,"End-of-support tracking helps the organization replace or mitigate aging devices before vendor updates, fixes, parts, or technical assistance are no longer available.",Correct. Lifecycle tracking supports planned replacement and risk management.,Wireless channel selection is an operational configuration task rather than the purpose of end-of-support tracking.,Frame checksums are generated and checked by network interfaces.,Email routing uses DNS records such as MX and is unrelated to device lifecycle.,End of support|Lifecycle management|Asset inventory|Replacement planning,SRC-COMPTIA-N10009-V6,"CompTIA objective 3.1 includes end-of-life, end-of-support, and software-management lifecycle concepts.",2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000122,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,3.0,Network Operations,3.2,"Given a scenario, use network monitoring technologies.",Configuration monitoring,configuration-drift-alert-approved-baseline,medium,single_choice,scenario,Select the best answer.,"A switch configuration changes at 2:00 a.m., but there is no approved change ticket. The operations team wants an automated alert whenever a device differs from its approved configuration. Which monitoring capability is most appropriate?",Wireless heat mapping,Cable qualification,Configuration monitoring that compares devices with an approved baseline,DNS recursion testing,C,Configuration monitoring can collect or compare device configurations against an approved baseline. Unexpected differences can be flagged as configuration drift or an unauthorized change.,A heat map measures wireless coverage and signal conditions.,Cable qualification evaluates physical media performance.,Correct. Baseline comparison identifies configuration drift and unapproved changes.,"DNS recursion testing evaluates name-resolution behavior, not device configuration state.",Configuration monitoring|Configuration drift|Baseline|Change control,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-128,"NIST SP 800-128 covers approved configuration baselines, monitoring, and identification of unauthorized changes.",2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000123,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,3.0,Network Operations,3.2,"Given a scenario, use network monitoring technologies.",Availability monitoring,synthetic-service-check-detects-outage,medium,single_choice,scenario,Select the best answer.,A monitoring platform should detect when a public application stops responding even if the server remains powered on and its network interface stays up. Which check provides the most useful evidence?,A rack-door sensor,A synthetic request that connects to the application and verifies an expected response,A list of switch serial numbers,A static cable label database,B,"A synthetic availability check exercises the service from the user's perspective. It can detect application, protocol, or dependency failures that a simple interface-up check would miss.",A rack-door sensor indicates physical access but not application availability.,Correct. An end-to-end service request verifies that the application responds as expected.,Serial numbers support inventory management and do not measure live availability.,Cable labels document infrastructure but do not test the service.,Availability monitoring|Synthetic check|Service health|Alerting,SRC-COMPTIA-N10009-V6,CompTIA objective 3.2 includes availability monitoring and alerting.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000124,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,3.0,Network Operations,3.3,Explain disaster recovery (DR) concepts.,Reliability metrics,mtbf-and-mttr-meanings,easy,multi_select,comparison,Select TWO answers.,Which TWO statements correctly describe common reliability and repair metrics?,MTTR estimates the average operating time between one failure and the next.,MTBF estimates the average operating time between failures for a repairable system.,MTBF specifies the maximum amount of data that may be lost after an incident.,MTTR estimates the average time required to repair or restore a failed system.,B|D,Mean time between failures measures average operating time between failures for a repairable system. Mean time to repair measures average repair or restoration duration.,This describes MTBF rather than MTTR.,Correct. MTBF is an average time-between-failures measure.,"Maximum tolerable data loss is addressed by the recovery point objective, not MTBF.",Correct. MTTR measures average repair or restoration time.,MTBF|MTTR|Reliability|Repair metrics,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-34R1,CompTIA objective 3.3 includes MTTR and MTBF. NIST contingency-planning guidance discusses restoration and recovery metrics.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000125,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,3.0,Network Operations,3.3,Explain disaster recovery (DR) concepts.,Disaster recovery exercises,tabletop-discussion-validates-procedures,hard,single_choice,scenario,Select the best answer.,"Leaders from networking, security, facilities, and business operations meet to walk through a simulated data-center outage. They discuss decisions, communication paths, responsibilities, and gaps without interrupting production systems. What type of exercise is this?",A tabletop exercise,A destructive failover test,A packet-capture replay,A cable certification test,A,"A tabletop exercise is a discussion-based review of a simulated incident. Participants evaluate plans, roles, decisions, and communication without performing a full operational disruption.",Correct. The participants are discussing a scenario and validating procedures without a live failover.,A destructive or full operational test would involve actual systems and greater production impact.,Packet replay is a technical traffic-analysis activity rather than an organizational recovery exercise.,Cable certification validates physical cabling performance.,Tabletop exercise|Disaster recovery|Roles|Communication,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-34R1,NIST SP 800-34 Rev. 1 describes discussion-based and operational contingency-plan testing.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000126,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,3.0,Network Operations,3.4,"Given a scenario, implement IPv4 and IPv6 network services.",DNS security,dnssec-authenticates-data-not-confidentiality,medium,single_choice,direct,Select the best answer.,Which technology allows a validating resolver to verify the origin and integrity of signed DNS data but does not by itself encrypt the DNS query?,SLAAC,DNSSEC,NAT64,LACP,B,DNS Security Extensions use digital signatures to authenticate DNS data and detect modification. DNSSEC does not provide confidentiality for the query and response traffic.,SLAAC configures IPv6 addresses and does not authenticate DNS data.,Correct. DNSSEC provides data-origin authentication and integrity validation.,NAT64 translates between IPv6 clients and IPv4 services.,LACP negotiates Ethernet link aggregation.,DNSSEC|DNS integrity|Digital signatures|Name resolution,SRC-COMPTIA-N10009-V6|SRC-RFC4033,RFC 4033 introduces DNSSEC authentication and integrity services and explains that confidentiality is outside its scope.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000127,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,4.0,Network Security,4.1,Explain the importance of basic network security concepts.,Segmentation,microsegmentation-limits-east-west-movement,medium,single_choice,scenario,Select the best answer.,"Two workloads are on the same virtual network, but policy should allow one specific application flow between them and deny other east-west connections. Which security approach most directly meets the requirement?",Place every workload in one unrestricted trust zone.,Increase the Internet circuit bandwidth.,Disable all logging between virtual machines.,Apply microsegmentation policies between the workloads.,D,"Microsegmentation applies granular policy between workloads, even when they share broader network infrastructure. It can restrict east-west movement to explicitly permitted flows.",One unrestricted zone would allow more lateral communication than required.,Additional bandwidth does not enforce workload-to-workload access policy.,Disabling logs reduces visibility and does not create segmentation.,Correct. Microsegmentation provides fine-grained controls between individual workloads or groups.,Microsegmentation|East-west traffic|Least privilege|Network security,SRC-COMPTIA-N10009-V6|SRC-NIST-SP800-207,NIST SP 800-207 supports granular policy enforcement and limiting implicit trust between resources.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000128,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,4.0,Network Security,4.2,Summarize various types of attacks and their impact to the network.,Switching attacks,mac-flooding-cam-table-overflow,easy,single_choice,direct,Select the best answer.,Which attack sends many frames with different forged source MAC addresses in an attempt to overflow a switch's forwarding table?,MAC flooding,DNS cache poisoning,Evil twin,Password spraying,A,"A MAC-flooding attack attempts to fill a switch's MAC address table with forged entries. Depending on the switch behavior, this can disrupt forwarding or cause traffic to be flooded more broadly.",Correct. The attack targets the switch's MAC or content-addressable-memory table.,DNS cache poisoning inserts false name-resolution information.,An evil twin is a fraudulent wireless access point.,Password spraying tests a small set of passwords against many accounts.,MAC flooding|Switch forwarding table|Layer 2 attack|CAM table,SRC-COMPTIA-N10009-V6|SRC-IEEE-8021Q,CompTIA objective 4.2 includes MAC flooding as a network attack.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
NET009-0000129,NET-009,CompTIA Network+,N10-009,6.0,1,NET009-BATCH-005,4.0,Network Security,4.2,Summarize various types of attacks and their impact to the network.,DNS attacks,dns-cache-poisoning-false-address,medium,single_choice,scenario,Select the best answer.,"Users enter the correct name for a banking website, but an internal resolver returns an attacker-controlled IP address because a forged record was inserted into its cache. Which attack occurred?",VLAN hopping,MAC flooding,DNS cache poisoning,Wireless deauthentication,C,DNS cache poisoning places false resource-record information into a resolver's cache. Clients relying on that resolver can then be directed to an incorrect address despite entering the correct name.,VLAN hopping attempts to cross Layer 2 segmentation and does not alter DNS answers.,MAC flooding targets a switch forwarding table.,Correct. The resolver cache contains a forged mapping for the legitimate name.,Wireless deauthentication disrupts client associations and does not change DNS records.,DNS poisoning|DNS spoofing|Resolver cache|Name resolution,SRC-COMPTIA-N10009-V6|SRC-RFC1035|SRC-RFC4033,CompTIA objective 4.2 includes DNS poisoning and spoofing. DNSSEC is designed to help validators detect forged signed DNS data.,2026-07-26,2026-07-26,2026-07-26,approved,CertHappens accelerated internal review,,Accelerated staging approval authorized by the repository owner on 2026-07-26.
